HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.site1,Input.site2,Input.site3,Answer.Q1,Answer.Q2,Answer.Q3,Approve,Reject
2D2UDD8XMB3Q8BQKA8LTY6T4JK0PEN,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:13 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:13 GMT 2013,,,28XCOW0LGRZ3DEIZKEXVXUZWQ0NZ85,A6TLQCPSSXUUU,Submitted,Mon Dec 09 01:20:56 GMT 2013,Mon Dec 09 01:23:20 GMT 2013,Tue Dec 10 17:23:20 PST 2013,,,,144,100% (116/116),100% (116/116),100% (116/116),http://www.buzzfeed.com/gavon/haunting-photos-of-jfk-assassination-landmarks-then-and-now#8067556285734265531,http://www.buzzfeed.com/conzpreti/things-colombians-know-to-be-true#-6331565905466666018,http://www.buzzfeed.com/ludwigwittgenstein/fantastic-ways-to-distinguish-between-sense-and-nonsense#-564961941650455217,1,0,0,,
2D2UDD8XMB3Q8BQKA8LTY6T4JK0PEN,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:13 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:13 GMT 2013,,,2T85TYMNCWYB9B6TRUJH711J1WAOK7,ARB4PAABFRZA4,Submitted,Sun Dec 08 23:01:14 GMT 2013,Sun Dec 08 23:01:43 GMT 2013,Tue Dec 10 15:01:43 PST 2013,,,,29,100% (128/128),100% (128/128),100% (128/128),http://www.buzzfeed.com/gavon/haunting-photos-of-jfk-assassination-landmarks-then-and-now#8067556285734265531,http://www.buzzfeed.com/conzpreti/things-colombians-know-to-be-true#-6331565905466666018,http://www.buzzfeed.com/ludwigwittgenstein/fantastic-ways-to-distinguish-between-sense-and-nonsense#-564961941650455217,0,0,0,,
2D2UDD8XMB3Q8BQKA8LTY6T4JK0PEN,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:13 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:13 GMT 2013,,,2ZKI2KYEPLSPC7B5L8NJDOAH3NEOUA,A26L95RMC7I9TB,Submitted,Mon Dec 09 01:42:02 GMT 2013,Mon Dec 09 01:43:45 GMT 2013,Tue Dec 10 17:43:45 PST 2013,,,,103,100% (17/17),100% (17/17),100% (17/17),http://www.buzzfeed.com/gavon/haunting-photos-of-jfk-assassination-landmarks-then-and-now#8067556285734265531,http://www.buzzfeed.com/conzpreti/things-colombians-know-to-be-true#-6331565905466666018,http://www.buzzfeed.com/ludwigwittgenstein/fantastic-ways-to-distinguish-between-sense-and-nonsense#-564961941650455217,0,0,0,,
2P3Z6R70G5R9DFZ32X576SSTSNK9PX,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:13 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:13 GMT 2013,,,20AHPCGJ2D21T5NPWJRJZPSIFTGA44,ARB4PAABFRZA4,Submitted,Sun Dec 08 22:52:23 GMT 2013,Sun Dec 08 22:53:42 GMT 2013,Tue Dec 10 14:53:42 PST 2013,,,,79,100% (128/128),100% (128/128),100% (128/128),http://www.buzzfeed.com/leonoraepstein/disney-princesses-ranked-by-intelligence#-7608520285831616392,http://www.buzzfeed.com/simoncrerar/sizzling-photos-of-aussie-firefighters#2296675253551757422,http://www.buzzfeed.com/jessicamisener/13-reasons-the-95-cleveland-indians-were-the-greatest-team-e#8879086860779125130,0,0,0,,
2P3Z6R70G5R9DFZ32X576SSTSNK9PX,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:13 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:13 GMT 2013,,,26UGTP9RA7S51OSQ80JOP70JZQ2RWE,A2DUKWR9I6FFZV,Submitted,Sun Dec 08 22:50:08 GMT 2013,Sun Dec 08 22:51:11 GMT 2013,Tue Dec 10 14:51:11 PST 2013,,,,63,100% (4/4),100% (4/4),100% (4/4),http://www.buzzfeed.com/leonoraepstein/disney-princesses-ranked-by-intelligence#-7608520285831616392,http://www.buzzfeed.com/simoncrerar/sizzling-photos-of-aussie-firefighters#2296675253551757422,http://www.buzzfeed.com/jessicamisener/13-reasons-the-95-cleveland-indians-were-the-greatest-team-e#8879086860779125130,0,0,0,,
2P3Z6R70G5R9DFZ32X576SSTSNK9PX,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:13 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:13 GMT 2013,,,2XNP3TVOK5UFO7SI6S5O9FYQ5A063V,A3E5ET7SA00PP8,Submitted,Mon Dec 09 01:27:25 GMT 2013,Mon Dec 09 01:28:33 GMT 2013,Tue Dec 10 17:28:33 PST 2013,,,,68,100% (95/95),100% (95/95),100% (95/95),http://www.buzzfeed.com/leonoraepstein/disney-princesses-ranked-by-intelligence#-7608520285831616392,http://www.buzzfeed.com/simoncrerar/sizzling-photos-of-aussie-firefighters#2296675253551757422,http://www.buzzfeed.com/jessicamisener/13-reasons-the-95-cleveland-indians-were-the-greatest-team-e#8879086860779125130,0,1,0,,
27C8Y1THV8ERE0ZDMM9M9SM5P4PN03,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:14 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:14 GMT 2013,,,22CMT6YTWX4H8JT9A649JGI6VSC1WW,A26L95RMC7I9TB,Submitted,Mon Dec 09 00:09:25 GMT 2013,Mon Dec 09 00:10:58 GMT 2013,Tue Dec 10 16:10:58 PST 2013,,,,93,100% (17/17),100% (17/17),100% (17/17),http://www.buzzfeed.com/daves4/the-most-important-things-we-learned-in-2013#5355179123209680515,http://www.buzzfeed.com/whitneyjefferson/amanda-bynes-is-out-of-treatment-and-enrolling-in-school#2259216478206452719,http://www.buzzfeed.com/andrewkaczynski/rand-paul-defends-wikipedia-plagiarism#-4778612549848802279,0,0,0,,
27C8Y1THV8ERE0ZDMM9M9SM5P4PN03,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:14 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:14 GMT 2013,,,2ERMAZHHRRLFV2F7MXIHBKHOMN2DM8,A3E5ET7SA00PP8,Submitted,Mon Dec 09 00:14:57 GMT 2013,Mon Dec 09 00:23:48 GMT 2013,Tue Dec 10 16:23:48 PST 2013,,,,531,100% (95/95),100% (95/95),100% (95/95),http://www.buzzfeed.com/daves4/the-most-important-things-we-learned-in-2013#5355179123209680515,http://www.buzzfeed.com/whitneyjefferson/amanda-bynes-is-out-of-treatment-and-enrolling-in-school#2259216478206452719,http://www.buzzfeed.com/andrewkaczynski/rand-paul-defends-wikipedia-plagiarism#-4778612549848802279,0,0,0,,
27C8Y1THV8ERE0ZDMM9M9SM5P4PN03,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:14 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:14 GMT 2013,,,2RKTLB3L0FBJEKFVIGAROVE54Y7KWD,ARB4PAABFRZA4,Submitted,Sun Dec 08 22:47:52 GMT 2013,Sun Dec 08 22:48:16 GMT 2013,Tue Dec 10 14:48:16 PST 2013,,,,24,100% (128/128),100% (128/128),100% (128/128),http://www.buzzfeed.com/daves4/the-most-important-things-we-learned-in-2013#5355179123209680515,http://www.buzzfeed.com/whitneyjefferson/amanda-bynes-is-out-of-treatment-and-enrolling-in-school#2259216478206452719,http://www.buzzfeed.com/andrewkaczynski/rand-paul-defends-wikipedia-plagiarism#-4778612549848802279,0,0,0,,
2VYDHDM25L8IEPQG5J5ZGOE4VLFPF5,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 22:33:14 GMT 2013,3,BatchId:1354769;,3600,172800,Mon Dec 09 22:33:14 GMT 2013,,,22LLB3L0FBJ9NQ23DLIE5E5R20OXLS,A3E5ET7SA00PP8,Submitted,Mon Dec 09 00:51:49 GMT 2013,Mon Dec 09 00:53:27 GMT 2013,Tue Dec 10 16:53:27 PST 2013,,,,98,100% (95/95),100% (95/95),100% (95/95),http://www.buzzfeed.com/mjs538/cher-has-made-what-could-possibly-be-the-gayest-music-video#-6331537600650715051,http://www.buzzfeed.com/tracyclayton/reasons-that-penguins-are-hands-down-the-best-animal-on-e#-7604502287018845756,http://www.buzzfeed.com/arisaperstein/the-10-most-terrifying-moments-of-the-2013-macys-gguo#5974738506070865703,0,0,0,,
