HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.site1,Input.site2,Input.site3,Answer.Q1,Answer.Q2,Answer.Q3,Approve,Reject
2K9Y0LWSBRI8NW2MXW08THSTQ040CR,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,20W5UUKQOYGNNYS7RAFGA10753DXFW,A6TLQCPSSXUUU,Approved,Sun Dec 08 14:43:06 GMT 2013,Sun Dec 08 14:44:12 GMT 2013,Tue Dec 10 06:44:12 PST 2013,Sun Dec 08 14:16:18 PST 2013,,,66,100% (83/83),100% (83/83),100% (83/83),http://www.buzzfeed.com/erinchack/the-king-of-snapchat-strikes-again#-5145273879370103626,http://www.buzzfeed.com/ariannarebolini/movies-to-be-thankful-for-on-thanksgiving#-5166105845010821809,http://www.buzzfeed.com/gabrielakruschewsky/charming-drake-moments-of-the-year#-519211044666407270,0,0,0,,
2K9Y0LWSBRI8NW2MXW08THSTQ040CR,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2A9FL42J1LY5DDYM6ORIQFKHQAC3OZ,A2ZBYVQLDUZOV7,Approved,Sun Dec 08 17:50:25 GMT 2013,Sun Dec 08 17:50:54 GMT 2013,Tue Dec 10 09:50:54 PST 2013,Sun Dec 08 14:16:17 PST 2013,,,29,100% (59/59),100% (59/59),100% (59/59),http://www.buzzfeed.com/erinchack/the-king-of-snapchat-strikes-again#-5145273879370103626,http://www.buzzfeed.com/ariannarebolini/movies-to-be-thankful-for-on-thanksgiving#-5166105845010821809,http://www.buzzfeed.com/gabrielakruschewsky/charming-drake-moments-of-the-year#-519211044666407270,0,0,0,,
2K9Y0LWSBRI8NW2MXW08THSTQ040CR,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2CQU98JHSTLB8NRZAL0IYBJEW0MEQB,A198SS8SV0LWKB,Approved,Sun Dec 08 18:42:53 GMT 2013,Sun Dec 08 18:43:36 GMT 2013,Tue Dec 10 10:43:36 PST 2013,Sun Dec 08 14:16:10 PST 2013,,,43,100% (124/124),100% (124/124),100% (124/124),http://www.buzzfeed.com/erinchack/the-king-of-snapchat-strikes-again#-5145273879370103626,http://www.buzzfeed.com/ariannarebolini/movies-to-be-thankful-for-on-thanksgiving#-5166105845010821809,http://www.buzzfeed.com/gabrielakruschewsky/charming-drake-moments-of-the-year#-519211044666407270,0,0,0,,
2K9Y0LWSBRI8NW2MXW08THSTQ040CR,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2FFQYN5F3Q0JL7KILP3W8B49SI1AE1,ARB4PAABFRZA4,Approved,Sun Dec 08 19:36:33 GMT 2013,Sun Dec 08 19:38:14 GMT 2013,Tue Dec 10 11:38:14 PST 2013,Sun Dec 08 14:16:07 PST 2013,,,101,100% (40/40),100% (40/40),100% (40/40),http://www.buzzfeed.com/erinchack/the-king-of-snapchat-strikes-again#-5145273879370103626,http://www.buzzfeed.com/ariannarebolini/movies-to-be-thankful-for-on-thanksgiving#-5166105845010821809,http://www.buzzfeed.com/gabrielakruschewsky/charming-drake-moments-of-the-year#-519211044666407270,0,0,0,,
2K9Y0LWSBRI8NW2MXW08THSTQ040CR,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2RNWAVKI62NJV4SR11090H6BXUXRJN,A26L95RMC7I9TB,Approved,Mon Dec 09 00:06:20 GMT 2013,Mon Dec 09 00:07:50 GMT 2013,Tue Dec 10 16:07:50 PST 2013,Sun Dec 08 16:15:35 PST 2013,,,90,100% (1/1),100% (1/1),100% (1/1),http://www.buzzfeed.com/erinchack/the-king-of-snapchat-strikes-again#-5145273879370103626,http://www.buzzfeed.com/ariannarebolini/movies-to-be-thankful-for-on-thanksgiving#-5166105845010821809,http://www.buzzfeed.com/gabrielakruschewsky/charming-drake-moments-of-the-year#-519211044666407270,0,0,0,,
21CDD8XMB3Q3E1RV5WKOGT4E0HUQFQ,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2BC274J79KQWB3Z738LXPCD4I6KIGT,A2ZBYVQLDUZOV7,Approved,Sun Dec 08 18:58:06 GMT 2013,Sun Dec 08 18:58:50 GMT 2013,Tue Dec 10 10:58:50 PST 2013,Sun Dec 08 14:16:18 PST 2013,,,44,100% (59/59),100% (59/59),100% (59/59),http://www.buzzfeed.com/saeedjones/19-things-not-to-say-to-someone-when-they-come-out-to-you#-5218411696029892069,http://www.buzzfeed.com/danmartin/the-30-pictures-from-sherlock-youve-been-waiting-nearly-two#-5224387593266970767,http://www.buzzfeed.com/skarlan/actress-maria-bello-comes-out-in-a-touching-personal-essay#-529921654962545390,0,0,0,,
21CDD8XMB3Q3E1RV5WKOGT4E0HUQFQ,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2DO5XH0JPPSI7MPYONJPH5KLZF3GM6,ARB4PAABFRZA4,Approved,Sun Dec 08 18:56:23 GMT 2013,Sun Dec 08 18:59:53 GMT 2013,Tue Dec 10 10:59:53 PST 2013,Sun Dec 08 14:16:15 PST 2013,,,210,100% (40/40),100% (40/40),100% (40/40),http://www.buzzfeed.com/saeedjones/19-things-not-to-say-to-someone-when-they-come-out-to-you#-5218411696029892069,http://www.buzzfeed.com/danmartin/the-30-pictures-from-sherlock-youve-been-waiting-nearly-two#-5224387593266970767,http://www.buzzfeed.com/skarlan/actress-maria-bello-comes-out-in-a-touching-personal-essay#-529921654962545390,0,0,0,,
21CDD8XMB3Q3E1RV5WKOGT4E0HUQFQ,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2GT8N46UXFCD97OWDVED2NTKVV2TR6,A6TLQCPSSXUUU,Approved,Sun Dec 08 16:00:30 GMT 2013,Sun Dec 08 16:00:57 GMT 2013,Tue Dec 10 08:00:57 PST 2013,Sun Dec 08 14:16:07 PST 2013,,,27,100% (83/83),100% (83/83),100% (83/83),http://www.buzzfeed.com/saeedjones/19-things-not-to-say-to-someone-when-they-come-out-to-you#-5218411696029892069,http://www.buzzfeed.com/danmartin/the-30-pictures-from-sherlock-youve-been-waiting-nearly-two#-5224387593266970767,http://www.buzzfeed.com/skarlan/actress-maria-bello-comes-out-in-a-touching-personal-essay#-529921654962545390,0,0,0,,
21CDD8XMB3Q3E1RV5WKOGT4E0HUQFQ,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2SHDOBDDP8PJ1MLXCAOML3Q3M883EX,A198SS8SV0LWKB,Approved,Sun Dec 08 18:35:27 GMT 2013,Sun Dec 08 18:36:22 GMT 2013,Tue Dec 10 10:36:22 PST 2013,Sun Dec 08 14:16:14 PST 2013,,,55,100% (124/124),100% (124/124),100% (124/124),http://www.buzzfeed.com/saeedjones/19-things-not-to-say-to-someone-when-they-come-out-to-you#-5218411696029892069,http://www.buzzfeed.com/danmartin/the-30-pictures-from-sherlock-youve-been-waiting-nearly-two#-5224387593266970767,http://www.buzzfeed.com/skarlan/actress-maria-bello-comes-out-in-a-touching-personal-essay#-529921654962545390,0,0,0,,
21CDD8XMB3Q3E1RV5WKOGT4E0HUQFQ,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 05:27:58 GMT 2013,5,BatchId:1354241;,3600,172800,Mon Dec 09 05:27:58 GMT 2013,,,2TX1Y7QEOZFYVUSWRVDOPXRD5DPHEH,A323WW03VM8089,Approved,Sun Dec 08 18:31:02 GMT 2013,Sun Dec 08 18:31:44 GMT 2013,Tue Dec 10 10:31:44 PST 2013,Sun Dec 08 14:16:19 PST 2013,,,42,100% (11/11),100% (11/11),100% (11/11),http://www.buzzfeed.com/saeedjones/19-things-not-to-say-to-someone-when-they-come-out-to-you#-5218411696029892069,http://www.buzzfeed.com/danmartin/the-30-pictures-from-sherlock-youve-been-waiting-nearly-two#-5224387593266970767,http://www.buzzfeed.com/skarlan/actress-maria-bello-comes-out-in-a-touching-personal-essay#-529921654962545390,0,0,0,,
