HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.site1,Input.site2,Input.site3,Answer.Q1,Answer.Q2,Answer.Q3,Approve,Reject
20QEBDPGFL6VHRNJ8TED6IOV6HDI3B,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,273NVP3TVOK5ZHAP00YQOOZFBZ114Y,ARB4PAABFRZA4,Approved,Sun Dec 08 19:18:23 GMT 2013,Sun Dec 08 19:20:50 GMT 2013,Tue Dec 10 11:20:50 PST 2013,Sun Dec 08 17:44:14 PST 2013,,,147,100% (99/99),100% (99/99),100% (99/99),http://www.buzzfeed.com/expresident/great-moments-in-the-history-of-cute#7303121763329325824,http://www.buzzfeed.com/mbvd/why-you-should-care-about-gmo-legislation#7271935638086935176,http://www.buzzfeed.com/leonoraepstein/things-that-happened-in-2013-that-youve-already-forgotten#7280813847613262606,0,0,0,,
20QEBDPGFL6VHRNJ8TED6IOV6HDI3B,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,29R2MIKMN9U8UBPN7VNW7I3S77PARC,A6TLQCPSSXUUU,Approved,Sun Dec 08 18:55:52 GMT 2013,Sun Dec 08 18:57:20 GMT 2013,Tue Dec 10 10:57:20 PST 2013,Sun Dec 08 17:44:15 PST 2013,,,88,100% (112/112),100% (112/112),100% (112/112),http://www.buzzfeed.com/expresident/great-moments-in-the-history-of-cute#7303121763329325824,http://www.buzzfeed.com/mbvd/why-you-should-care-about-gmo-legislation#7271935638086935176,http://www.buzzfeed.com/leonoraepstein/things-that-happened-in-2013-that-youve-already-forgotten#7280813847613262606,0,0,0,,
20QEBDPGFL6VHRNJ8TED6IOV6HDI3B,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,2GNCPWZ9RNDWNQMLR9JNDDTG7ABCRH,A3E5ET7SA00PP8,Approved,Sun Dec 08 18:53:05 GMT 2013,Sun Dec 08 18:54:48 GMT 2013,Tue Dec 10 10:54:48 PST 2013,Sun Dec 08 17:44:14 PST 2013,,,103,100% (74/74),100% (74/74),100% (74/74),http://www.buzzfeed.com/expresident/great-moments-in-the-history-of-cute#7303121763329325824,http://www.buzzfeed.com/mbvd/why-you-should-care-about-gmo-legislation#7271935638086935176,http://www.buzzfeed.com/leonoraepstein/things-that-happened-in-2013-that-youve-already-forgotten#7280813847613262606,0,1,0,,
20QEBDPGFL6VHRNJ8TED6IOV6HDI3B,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,2JJNDWIOV1S7XPUXSIL1DYDZLWEXIY,A198SS8SV0LWKB,Approved,Sun Dec 08 18:29:35 GMT 2013,Sun Dec 08 18:31:02 GMT 2013,Tue Dec 10 10:31:02 PST 2013,Sun Dec 08 17:44:04 PST 2013,,,87,100% (184/184),100% (184/184),100% (184/184),http://www.buzzfeed.com/expresident/great-moments-in-the-history-of-cute#7303121763329325824,http://www.buzzfeed.com/mbvd/why-you-should-care-about-gmo-legislation#7271935638086935176,http://www.buzzfeed.com/leonoraepstein/things-that-happened-in-2013-that-youve-already-forgotten#7280813847613262606,0,0,0,,
20QEBDPGFL6VHRNJ8TED6IOV6HDI3B,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,2TOKUDD8XMB3V50JZDXU3O6THN2ODJ,A2ZBYVQLDUZOV7,Approved,Sun Dec 08 18:57:37 GMT 2013,Sun Dec 08 18:58:05 GMT 2013,Tue Dec 10 10:58:05 PST 2013,Sun Dec 08 17:44:03 PST 2013,,,28,100% (116/116),100% (116/116),100% (116/116),http://www.buzzfeed.com/expresident/great-moments-in-the-history-of-cute#7303121763329325824,http://www.buzzfeed.com/mbvd/why-you-should-care-about-gmo-legislation#7271935638086935176,http://www.buzzfeed.com/leonoraepstein/things-that-happened-in-2013-that-youve-already-forgotten#7280813847613262606,0,0,0,,
22DWJ5OPB0YVL1ZILY27OP9U8Q7X5F,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,26XXH0JPPSI2P059KUG7FKLMJ5RNHD,A3E5ET7SA00PP8,Approved,Sun Dec 08 19:10:41 GMT 2013,Sun Dec 08 19:12:22 GMT 2013,Tue Dec 10 11:12:22 PST 2013,Sun Dec 08 17:44:06 PST 2013,,,101,100% (74/74),100% (74/74),100% (74/74),http://www.buzzfeed.com/lyapalater/undeniable-proof-that-the-cast-of-the-hunger-games-is-also-t#6285910481678631987,http://www.buzzfeed.com/jeremybender/struggles-of-being-23#6292060012025417247,http://www.buzzfeed.com/moerder/daily-links-12-03-2013#628730901626994573,0,0,0,,
22DWJ5OPB0YVL1ZILY27OP9U8Q7X5F,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,27VV0FK0COK2OGS66RBKJLRWJX6IPW,ARB4PAABFRZA4,Approved,Sun Dec 08 18:51:31 GMT 2013,Sun Dec 08 18:52:27 GMT 2013,Tue Dec 10 10:52:27 PST 2013,Sun Dec 08 17:44:15 PST 2013,,,56,100% (99/99),100% (99/99),100% (99/99),http://www.buzzfeed.com/lyapalater/undeniable-proof-that-the-cast-of-the-hunger-games-is-also-t#6285910481678631987,http://www.buzzfeed.com/jeremybender/struggles-of-being-23#6292060012025417247,http://www.buzzfeed.com/moerder/daily-links-12-03-2013#628730901626994573,0,0,0,,
22DWJ5OPB0YVL1ZILY27OP9U8Q7X5F,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,2QCCCVLL3CA38O8UOSVCJNQUK648Y8,A6TLQCPSSXUUU,Approved,Sun Dec 08 18:27:30 GMT 2013,Sun Dec 08 18:28:43 GMT 2013,Tue Dec 10 10:28:43 PST 2013,Sun Dec 08 17:44:07 PST 2013,,,73,100% (112/112),100% (112/112),100% (112/112),http://www.buzzfeed.com/lyapalater/undeniable-proof-that-the-cast-of-the-hunger-games-is-also-t#6285910481678631987,http://www.buzzfeed.com/jeremybender/struggles-of-being-23#6292060012025417247,http://www.buzzfeed.com/moerder/daily-links-12-03-2013#628730901626994573,0,0,0,,
22DWJ5OPB0YVL1ZILY27OP9U8Q7X5F,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,2T12NJKM05BMOVL1XYTG3P9RNGYBGB,A198SS8SV0LWKB,Approved,Sun Dec 08 18:39:20 GMT 2013,Sun Dec 08 18:42:06 GMT 2013,Tue Dec 10 10:42:06 PST 2013,Sun Dec 08 17:44:10 PST 2013,,,166,100% (184/184),100% (184/184),100% (184/184),http://www.buzzfeed.com/lyapalater/undeniable-proof-that-the-cast-of-the-hunger-games-is-also-t#6285910481678631987,http://www.buzzfeed.com/jeremybender/struggles-of-being-23#6292060012025417247,http://www.buzzfeed.com/moerder/daily-links-12-03-2013#628730901626994573,0,0,0,,
22DWJ5OPB0YVL1ZILY27OP9U8Q7X5F,2YFVHVKCJ011P4YOI90K0W618RB68Y,Decide if a website has sensitive content (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Visit and review three website. For each website, decide if the content is sensitive or not.",categorization,$0.06 ,Sun Dec 08 18:22:02 GMT 2013,5,BatchId:1354530;,3600,172800,Mon Dec 09 18:22:02 GMT 2013,,,2YP7H57DZKPFJ650CJ4MC5L8VIX2CU,A2ZBYVQLDUZOV7,Approved,Sun Dec 08 19:56:56 GMT 2013,Sun Dec 08 19:57:24 GMT 2013,Tue Dec 10 11:57:24 PST 2013,Sun Dec 08 17:44:02 PST 2013,,,28,100% (116/116),100% (116/116),100% (116/116),http://www.buzzfeed.com/lyapalater/undeniable-proof-that-the-cast-of-the-hunger-games-is-also-t#6285910481678631987,http://www.buzzfeed.com/jeremybender/struggles-of-being-23#6292060012025417247,http://www.buzzfeed.com/moerder/daily-links-12-03-2013#628730901626994573,0,0,0,,
